author,genre,image_url,price,rating,reviews_count,title
Joseph Nguyen,Self Help,https://m.media-amazon.com/images/I/715qi-cIbML._AC_UY218_.jpg,163,4.5,"11,964",Don't Believe Everything You Think (English)
Cal Newport,Self Help,https://m.media-amazon.com/images/I/81JJ7fyyKyS._AC_UY218_.jpg,232,4.5,"30,704",DEEP WORK: RULES FOR FOCUSED SUCCESS IN A DISTRACTED WORLD
Thibaut Meurisse,Self Help,https://m.media-amazon.com/images/I/712K3sdLlRL._AC_UY218_.jpg,181,4.4,"14,851",Dopamine Detox: A Short Guide to Remove Distractions and Get Your Brain to Do Hard Things
Brianna Wiest,Self Help,https://m.media-amazon.com/images/I/61xivWmExiL._AC_UY218_.jpg,259,4.4,"23,042",The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery (English)
Jeff Keller,Self Help,https://m.media-amazon.com/images/I/61go3pwTLYL._AC_UY218_.jpg,135,4.5,"26,132",Attitude is Everything change your attitude change your life!
by,Self Help,https://m.media-amazon.com/images/I/71pEaSYkhsL._AC_UY218_.jpg,199,4.5,448,"The Art of Letting Go by Nick Trenton | A Self-Help Guide to Emotional Freedom, Inner Peace & Overcoming Anxiety | Learn to Heal, Grow & Move On from the Past"
Joseph Murphy,Self Help,https://m.media-amazon.com/images/I/61WMgOHyDaL._AC_UY218_.jpg,99,4.4,"77,590",The Power of Your Subconscious Mind: Original Classic Edition | Premium Paperback
Nick Trenton,Self Help,https://m.media-amazon.com/images/I/81TwewImvVL._AC_UY218_.jpg,168,4.3,"12,587",Stop Overthinking
Peter Hollins,Self Help,https://m.media-amazon.com/images/I/81A6gJs73QL._AC_UY218_.jpg,258,4.6,216,"The Science of Self-Discipline: The Willpower, Mental Toughness and Self-Control to Resist Temptation and Achieve Your Goals"
Tam Kaur,Self Help,https://m.media-amazon.com/images/I/71GBDoieNJL._AC_UY218_.jpg,220,4.6,469,Buy Yourself The Damn Flowers
by,Self Help,https://m.media-amazon.com/images/I/71TqdH9wTmL._AC_UY218_.jpg,315,4.5,"26,958",World’s Greatest Books For Personal Growth & Wealth (Set of 4 Books) : Perfect Motivational Gift Set
Darius Foroux,Self Help,https://m.media-amazon.com/images/I/71XpkRq0ncL._AC_UY218_.jpg,149,4.2,"14,799","THINK STRAIGHT: Change Your Thoughts, Change Your Life"
Morgan Housel,Self Help,https://m.media-amazon.com/images/I/71XEsXS5RlL._AC_UY218_.jpg,259,4.6,"73,500",The Psychology of Money
James Clear,Self Help,https://m.media-amazon.com/images/I/81F90H7hnML._AC_UY218_.jpg,471,4.6,"77,738",Atomic Habits: The life-changing million copy bestseller
Dale Carnegie,Self Help,https://m.media-amazon.com/images/I/81McNZ8w2qL._AC_UY218_.jpg,562,4.5,397,"Pack of 6 Self Help Book for Adult - How to Self Confidence, Stop Worrying, Win Friends, Subconscios Mind, Think & Grow and Art of War"
Leil Lowndes,Self Help,https://m.media-amazon.com/images/I/61B0Z0Buu6L._AC_UY218_.jpg,268,4.4,"15,184",How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships
Shrijeet Shandilya,Romance,https://m.media-amazon.com/images/I/71zpck45b2L._AC_UY218_.jpg,200,4.3,229,"Can We Be Strangers Again?: A moving tale of love, loyalty and the bittersweet beauty of letting go"
Radhika Agrawal,Romance,https://m.media-amazon.com/images/I/71nj0zxKijL._AC_UY218_.jpg,326,4.6,266,Red Flags and Rishtas : A Desi Rom Com
Ana Huang,Romance,https://m.media-amazon.com/images/I/71YJet75sxL._AC_UY218_.jpg,370,4.3,"127,252",TWISTED LOVE
"Durjoy, Datta,",Romance,https://m.media-amazon.com/images/I/814RhA2+2GL._AC_UY218_.jpg,128,4.3,"3,537","Touch of Eternity, A"
by,Romance,https://m.media-amazon.com/images/I/61lAgJKkJwL._AC_UY218_.jpg,188,,,"BUNGLE ICEBREAKER – A Heartfelt Young Adult Romance Novel, High School Love Story, Teen Romance Book, Coming-of-Age Fiction for Teens, Emotional Love Story Book for Girls"
Srishti Chaudhary,Romance,https://m.media-amazon.com/images/I/61d9YDyvKEL._AC_UY218_.jpg,255,4.2,563,Lallan Sweets
Rebecca Yarros,Romance,https://m.media-amazon.com/images/I/81cquiyLW8L._AC_UY218_.jpg,279,4.6,"418,817",Fourth Wing: DISCOVER THE INSTANT SUNDAY TIMES AND NUMBER ONE GLOBAL BESTSELLING PHENOMENON!* (The Empyrean)
Emily Henry,Romance,https://m.media-amazon.com/images/I/71kXMBKI8OL._AC_UY218_.jpg,324,4.4,"100,825",Funny Story
Sarah Adams,Romance,https://m.media-amazon.com/images/I/71baLm1F++L._AC_UY218_.jpg,178,4.2,"8,237",The Temporary Roomie: A bestselling Romantic Comedy ǀ A hilarious romance of enemies turned lovers as seen on TikTok
Stuti Changle,Romance,https://m.media-amazon.com/images/I/71dNsRuYL7L._AC_UY218_.jpg,163,4.3,"3,258",You Only Live Once: A Journey of Self-Discovery and Empowerment | Inspiring Fiction by Stuti Changle | Personal Growth and Motivational Stories
Ali Hazelwood,Romance,https://m.media-amazon.com/images/I/81iE+2VfUpL._AC_UY218_.jpg,374,4.3,"33,051",Love Theoretically
Sarah Adams,Romance,https://m.media-amazon.com/images/I/71pJzAAalLL._AC_UY218_.jpg,162,4.2,"11,017",The Off Limits Rule: A bestselling Romantic Comedy by a New York Times Bestselling author ǀ From the bestselling author of The Temporary Roomie
Roxie Noir,Romance,https://m.media-amazon.com/images/I/71gvGw2rq7L._AC_UY218_.jpg,0,4.0,"23,431",Enemies With Benefits: An Enemies-to-Lovers Romance (Loveless Brothers Romance Book 1)
Lauren Jackson,Romance,https://m.media-amazon.com/images/I/71tUKm9qYkL._AC_UY218_.jpg,330,4.0,1,"Die For You: A Steamy Vampire Romance Full of Secrets, Survival, and a Love Worth Dying For"
Prajakta Koli,Romance,https://m.media-amazon.com/images/I/818vo2TWp+L._AC_UY218_.jpg,236,4.4,"1,547","Too Good to Be True : A smart, funny will-they-won’t-they romance by mostlysane"
Emily Henry,Romance,https://m.media-amazon.com/images/I/71eogxZGAFL._AC_UY218_.jpg,344,4.2,"98,309",Book Lovers
A.P.J. Abdul Kalam,Biography,https://m.media-amazon.com/images/I/71VOI-r3IKL._AC_UY218_.jpg,129,4.6,"5,805",My Journey: Transforming Dreams into Actions
Walter Isaacson,Biography,https://m.media-amazon.com/images/I/81NSb9Jy0HL._AC_UY218_.jpg,454,4.7,"22,876",STEVE JOBS (PB): THE EXCLUSIVE BIOGRAPHY
Eddie Jaku,Biography,https://m.media-amazon.com/images/I/81+Ezo7z02L._AC_UY218_.jpg,371,4.8,"24,112",The Happiest Man on Earth
Wonder House Books,Biography,https://m.media-amazon.com/images/I/6113pu-GekL._AC_UY218_.jpg,758,4.5,781,World's Greatest Library : A Collection of 200 Inspiring Personalities (Box Set of 8 Biographies)
Thomas Mathew,Biography,https://m.media-amazon.com/images/I/719oHU9kiFL._AC_UY218_.jpg,799,4.7,233,Ratan Tata : A Life
Wonder House Books,Biography,https://m.media-amazon.com/images/I/71MHjHxMPVL._AC_UY218_.jpg,103,4.3,"3,572",World's Greatest Leaders: Biographies of Inspirational Personalities For Kids
Phil Knight,Biography,https://m.media-amazon.com/images/I/717LHuYp7uL._AC_UY218_.jpg,296,4.6,"60,977",Shoe Dog: A Memoir by the Creator of NIKE
Walter Isaacson,Biography,https://m.media-amazon.com/images/I/71iWxmst49L._AC_UY218_.jpg,870,4.7,"21,002",Elon Musk by Walter Isaacson
A.K. Gandhi,Biography,https://m.media-amazon.com/images/I/71Iz9TUbqfL._AC_UY218_.jpg,208,4.2,668,Ratan Tata: A Complete Biography Tata Group | A Life of Visionary Industrialist and Philanthropist
Girish Kuber,Biography,https://m.media-amazon.com/images/I/71pa+l1S-xL._AC_UY218_.jpg,295,4.6,916,The Tatas: How a Family Built a Business and a Nation
Shantanu Naidu,Biography,https://m.media-amazon.com/images/I/81ILDpQVcxL._AC_UY218_.jpg,207,4.7,"2,777",I Came Upon a Lighthouse: A Short Memoir of Life with Ratan Tata
Nikola Tesla,Biography,https://m.media-amazon.com/images/I/71pGZBofMGL._AC_UY218_.jpg,125,4.4,"5,984","My Inventions, Autobiography of Nikola Tesla"
Mahesh Dutt Sharma,Biography,https://m.media-amazon.com/images/I/71Olgz0o3kL._AC_UY218_.jpg,236,4.0,197,Supercop NSA : Ajit Doval (Inspirational Biography of The Hero of Surgical Strike)
Amrita Shah,Biography,https://m.media-amazon.com/images/I/71FYWhbOwoL._AC_UY218_.jpg,252,4.6,332,Vikram Sarabhai (PB): A Life
Nathuram Godse,Biography,https://m.media-amazon.com/images/I/81LPuvfbxJL._AC_UY218_.jpg,196,4.1,"8,965",Why I Killed Gandhi?
Guillem Balague,Biography,https://m.media-amazon.com/images/I/811rL-Pi3zL._AC_UY218_.jpg,499,4.5,649,Cristiano Ronaldo
Kelly Barnhill,Fantasy,https://m.media-amazon.com/images/I/7138zaESFhL._AC_UY218_.jpg,246,4.5,"27,778",The Girl Who Drank the Moon
Rebecca Yarros,Fantasy,https://m.media-amazon.com/images/I/81cquiyLW8L._AC_UY218_.jpg,279,4.6,"418,817",Fourth Wing: DISCOVER THE INSTANT SUNDAY TIMES AND NUMBER ONE GLOBAL BESTSELLING PHENOMENON!* (The Empyrean)
Sarah A. Parker,Fantasy,https://m.media-amazon.com/images/I/813jxUaYdGL._AC_UY218_.jpg,364,4.4,"44,048",When the Moon Hatched: The international bestselling sensation: Book 1 (The Moonfall Series)
Saksham Garg,Fantasy,https://m.media-amazon.com/images/I/813P4lxRaLL._AC_UY218_.jpg,175,4.3,"2,091","Samsara: Enter The Valley Of The Gods: Enter the Valley of the Gods (""India's answer to Harry Potter"")"
Leigh Bardugo,Fantasy,https://m.media-amazon.com/images/I/91-DipaBR2L._AC_UY218_.jpg,374,4.7,"40,854",SIX OF CROWS (B PB)
Jennifer Lynn Barnes,Fantasy,https://m.media-amazon.com/images/I/810ihc6IdwL._AC_UY218_.jpg,318,4.5,"41,536",The Inheritance Games
Mary E. Pearson,Fantasy,https://m.media-amazon.com/images/I/81AIXow9BrL._AC_UY218_.jpg,379,4.5,"10,262",DANCE OF THIEVES
Adalyn Grace,Fantasy,https://m.media-amazon.com/images/I/81dqsMxmMhL._AC_UY218_.jpg,371,4.2,"11,218",Belladonna
Sarah J. Maas,Fantasy,https://m.media-amazon.com/images/I/81k3bgJ2EhL._AC_UY218_.jpg,279.,4.4,"284,572",A Court of Thorns and Roses: Enter the EPIC fantasy worlds of Sarah J Maas with the breath-taking first book in the GLOBALLY BESTSELLING ACOTAR series
Alexandra Christo,Fantasy,https://m.media-amazon.com/images/I/71lCmm1TCJL._AC_UY218_.jpg,269.,4.4,"11,512",To Kill a Kingdom: TikTok made me buy it! The dark and romantic YA fantasy for fans of Leigh Bardugo and Sarah J Maas
Diana Wynne Jones,Fantasy,https://m.media-amazon.com/images/I/81rG9c7nwYL._AC_UY218_.jpg,287,4.6,"20,487",Howl’s Moving Castle
Lauren Roberts,Fantasy,https://m.media-amazon.com/images/I/81TDiLmks2L._AC_UY218_.jpg,384,4.5,"49,651",Powerless
Kaylie Smith,Fantasy,https://m.media-amazon.com/images/I/91Vq7joiPfL._AC_UY218_.jpg,0,4.3,"46,944",Phantasma: A dark fantasy romance (Wicked Games Book 1)
Tricia Levenseller,Fantasy,https://m.media-amazon.com/images/I/812mILUaCML._AC_UY218_.jpg,295,4.4,"11,598",Daughter of the Pirate King
Gareth Brown,Fantasy,https://m.media-amazon.com/images/I/91ZjX0neGcL._AC_UY218_.jpg,631,4.3,"8,726",The Book of Doors
S. F. Williamson,Fantasy,https://m.media-amazon.com/images/I/91xFGvxKj+L._AC_UY218_.jpg,219.,4.2,492,A Language of Dragons: The instant #1 Sunday Times bestseller
Micah Caida,Science Fiction,https://m.media-amazon.com/images/I/81EIFBObjoL._AC_UY218_.jpg,0,4.2,"1,148","Time Trap: Red Moon science fiction, time travel trilogy book 1 (Red Moon Trilogy)"
Jules Verne,Science Fiction,https://m.media-amazon.com/images/I/712mbINbEML._AC_UY218_.jpg,130,4.4,"5,097",Journey To The Centre of The Earth
Albert Einstein,Science Fiction,https://m.media-amazon.com/images/I/81Y-PQhFjuL._AC_UY218_.jpg,128,4.5,161,"Relativity: The Special And The General Theory by Albert Einstein | Concepts of Physics, Relativity, General Relativity & Quantum Mechanics | Conceptual Physics, University Physics & Calculus Core"
Stephen Hawking,Science Fiction,https://m.media-amazon.com/images/I/71vfo4cJCjL._AC_UY218_.jpg,158,4.5,"15,605",The Theory Of Everything
Isaac Asimov,Science Fiction,https://m.media-amazon.com/images/I/81LT+V9G4IL._AC_UY218_.jpg,285,4.5,"33,197","Foundation: The greatest science fiction series of all time, now a major series from Apple TV+: Book 1 (The Foundation Trilogy)"
Ross Welford,Science Fiction,https://m.media-amazon.com/images/I/81uvCkcYSFL._AC_UY218_.jpg,221,4.4,"3,803",The Kid Who Came From Space
Saksham Garg,Science Fiction,https://m.media-amazon.com/images/I/813P4lxRaLL._AC_UY218_.jpg,175,4.3,"2,091","Samsara: Enter The Valley Of The Gods: Enter the Valley of the Gods (""India's answer to Harry Potter"")"
Adrian Tchaikovsky,Science Fiction,https://m.media-amazon.com/images/I/81WdWq49ZzL._AC_UY218_.jpg,280.,4.5,"45,766",Children of Time: Winner of the Arthur C. Clarke Award for Best Science Fiction Novel (The Children of Time Novels)
by,Science Fiction,https://m.media-amazon.com/images/I/71VN-FHW1IL._AC_UY218_.jpg,227,5.0,1,Journeys Into Alternate Realities: Four Science Fiction Short Stories
Morgan Rice,Science Fiction,https://m.media-amazon.com/images/I/71zC6GtlxvL._AC_UY218_.jpg,0,4.0,"3,818",Transmission (The Invasion Chronicles—Book One): A Science Fiction Thriller
Samantha Harvey,Science Fiction,https://m.media-amazon.com/images/I/81SfsmpfAJL._AC_UY218_.jpg,317,4.1,"13,970",Orbital: Winner of the Booker Prize 2024
George Orwell,Science Fiction,https://m.media-amazon.com/images/I/81fcLJo+FNL._AC_UY218_.jpg,128,4.5,"131,441",1984
by,Science Fiction,https://m.media-amazon.com/images/I/618Jw+2C6QL._AC_UY218_.jpg,186,5.0,9,The Time Machine By H G Wells [Premium Paperback] Fiction books | Classic Literature Books & Novels | Science fiction books for teenagers | Classic books | English Novels | Story books for kids 12-15
Stephen Hawking,Science Fiction,https://m.media-amazon.com/images/I/81DAK5xNjQL._AC_UY218_.jpg,96,4.5,"8,216",Black Holes (L) : The Reith Lectures
Madeleine L'Engle,Science Fiction,https://m.media-amazon.com/images/I/81NICDT7IkL._AC_UY218_.jpg,250,4.4,"27,046",A Wrinkle in Time
Philip K. Dick,Science Fiction,https://m.media-amazon.com/images/I/81Fzb4cfHmL._AC_UY218_.jpg,103.,,,"The Science Fiction Collection: Visionary Tales of Reality, Identity, and the Future"
The Housemaid Freida McFadden,Thriller,https://m.media-amazon.com/images/I/81+ceFx9BcL._AC_UY218_.jpg,342,4.3,"257,485",Never Lie: A Totally Gripping Thriller with Mind-bending Twists | TikTok Viral & Bestseller Pick
The Housemaid Freida McFadden,Thriller,https://m.media-amazon.com/images/I/81loPDFi-wL._AC_UY218_.jpg,338,4.4,"497,746","The Housemaid: An Absolutely Addictive Psychological Thriller with a Jaw-Dropping Twist (The Housemaid series, Book1) | TikTok Viral & Bestseller Pick"
Lisa Jewell,Thriller,https://m.media-amazon.com/images/I/91TQwXokvuL._AC_UY218_.jpg,355,4.2,"95,943","The Family Upstairs: The #1 bestseller and gripping Richard & Judy Book Club pick (The Family Upstairs, 1)"
Freida McFadden,Thriller,https://m.media-amazon.com/images/I/71sa1DXwbfL._AC_UY218_.jpg,309,4.3,"211,688",The Boyfriend: The Riveting New Psychological Thriller from BESTSELLING author of THE HOUSEMAID
Blake Pierce,Thriller,https://m.media-amazon.com/images/I/81htHjm1yoL._AC_UY218_.jpg,0,4.1,"4,965",Silent Girl (A Sheila Stone Suspense Thriller—Book One)
Nidhi Upadhyay,Thriller,https://m.media-amazon.com/images/I/81b1PP4RK1L._AC_UY218_.jpg,186,4.3,"3,347","That Night: Four Friends, Twenty Years, One Haunting Secret—A Twisted Thriller of Guilt, Betrayal, and Revenge"
Colleen Hoover,Thriller,https://m.media-amazon.com/images/I/91868k2+gUL._AC_UY218_.jpg,242,4.4,"347,208",VERITY
Freida Mcfadden,Thriller,https://m.media-amazon.com/images/I/81aqIyn4XrL._AC_UY218_.jpg,331,4.3,"131,556",The Locked Door: An addictive psychological thriller with mind-bending twists
Riley Sager,Thriller,https://m.media-amazon.com/images/I/81tRM7xkBKL._AC_UY218_.jpg,350,4.4,"42,472",The Only One Left
Holly Jackson,Thriller,https://m.media-amazon.com/images/I/81Vv505HKYL._AC_UY218_.jpg,308,4.4,"7,813",The Reappearance of Rachel Price : A sensational new young adult thriller for 2024 from the award-winning author of the bestselling A Good Girls Guide to Murder.
Katy Brent,Thriller,https://m.media-amazon.com/images/I/71bT1k34TvL._AC_UY218_.jpg,321,4.0,"7,016","How to Kill Men and Get Away With It: A deliciously dark, hilariously addictive debut psychological thriller, about friendship, love and murder for 2022!"
Lisa Jewell,Thriller,https://m.media-amazon.com/images/I/81WspQPWtaL._AC_UY218_.jpg,366,4.3,"100,560","None of This is True: Voted CRIME NOVEL OF THE YEAR 2024, the addictive #1 Sunday Times bestselling psychological thriller"
A. J. Finn,Thriller,https://m.media-amazon.com/images/I/7196sTeTolL._AC_UY218_.jpg,267,4.2,"131,935",The Woman in the Window: The Number One Sunday Times bestselling debut crime thriller now a major film on Netflix!
Alice Feeney,Thriller,https://m.media-amazon.com/images/I/71Iv7IvHj1L._AC_UY218_.jpg,317,4.3,"82,379",Rock Paper Scissors
Amy Tintera,Thriller,https://m.media-amazon.com/images/I/71kbwa1pGEL._AC_UY218_.jpg,360,4.3,"51,466",Listen for the Lie: The Richard & Judy Book Club pick and New York Times bestselling crime thriller
Colleen Hoover,Thriller,https://m.media-amazon.com/images/I/91gD7eecW7L._AC_UY218_.jpg,321,4.3,"110,445","Too Late: The darkest thriller of the year, from the global bestseller"
Marjan Kamali,Historical Fiction,https://m.media-amazon.com/images/I/81t6xQeZA8L._AC_UY218_.jpg,299,4.4,"16,391",The Stationery Shop Of Tehran
Chitra Banerjee Divakaruni,Historical Fiction,https://m.media-amazon.com/images/I/81o-qxKRClL._AC_UY218_.jpg,293,4.6,"3,279",Last Queen
Evie Woods,Historical Fiction,https://m.media-amazon.com/images/I/91Sy3S-198L._AC_UY218_.jpg,324,4.4,"144,357",The Lost Bookshop
Satyarth Nayak,Historical Fiction,https://m.media-amazon.com/images/I/A1NQCPdK9UL._AC_UY218_.jpg,374,4.6,"1,087",Mahagatha: 100 Tales from the Puranas
Siddharth N. Vijayaraghavan,Historical Fiction,https://m.media-amazon.com/images/I/91bWZiwDZPL._AC_UY218_.jpg,310,4.0,28,Empire of the Cholas
Markus Zusak,Historical Fiction,https://m.media-amazon.com/images/I/91JGwQlnu7L._AC_UY218_.jpg,313,4.6,"30,670","Book Thief, The (10th AE)"
Priyanka Pathak Narain,Historical Fiction,https://m.media-amazon.com/images/I/71OnKscGN5L._AC_UY218_.jpg,258,4.6,234,The Somnath Cipher
